DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 20:30:22,406;17,18;22,43;-5,25;-7,45;AvançoFase;5
18/01/2026 - 20:30:22,833;14,14;24,41;-10,27;-21,51;AvançoFase;5
18/01/2026 - 20:30:23,153;11,06;24,93;-13,87;-25,09;AvançoFase;5
18/01/2026 - 20:30:23,573;8,78;22,31;-13,53;-14,2;AvançoFase;5
18/01/2026 - 20:30:24,003;8;16,53;-8,53;3,56;AvançoFase;5
18/01/2026 - 20:30:24,529;8,51;9,52;-1,01;18,14;AvançoFase;5
18/01/2026 - 20:30:24,848;10,49;7,66;2,83;20,88;AvançoFase;5
18/01/2026 - 20:30:25,163;13,44;11,39;2,05;7,33;AvançoFase;5
18/01/2026 - 20:30:25,596;16,55;20,91;-4,36;-15,55;AvançoFase;5
18/01/2026 - 20:30:26,023;18,98;30,3;-11,32;-23,06;AvançoFase;5
18/01/2026 - 20:30:26,450;19,89;33,73;-13,84;-26,91;AvançoFase;5
18/01/2026 - 20:30:26,984;19,64;30,13;-10,49;-10,43;AvançoFase;5
18/01/2026 - 20:30:27,198;17,8;25,18;-7,38;-0,96;AvançoFase;5
18/01/2026 - 20:30:27,726;14,89;17,27;-2,38;7,42;AvançoFase;5
18/01/2026 - 20:30:28,044;11,76;10,45;1,31;10,32;AvançoFase;5
18/01/2026 - 20:30:28,467;9,77;8,79;0,98;1,55;AvançoFase;5
18/01/2026 - 20:30:28,889;8,19;11,55;-3,36;-9,61;AvançoFase;5
18/01/2026 - 20:30:29,209;8,22;14,27;-6,05;-12,04;AvançoFase;5
18/01/2026 - 20:30:29,847;9,85;18,29;-8,44;-8,8;AvançoFase;5
18/01/2026 - 20:30:30,062;12,64;20,49;-7,85;-4,74;AvançoFase;5
18/01/2026 - 20:30:30,597;15,05;23,69;-8,64;-4,25;AvançoFase;5
18/01/2026 - 20:30:30,917;17,92;25,72;-7,8;-5,19;AvançoFase;5
18/01/2026 - 20:30:31,238;19,69;26,41;-6,72;-6,23;AvançoFase;5
18/01/2026 - 20:30:31,770;19,86;25,87;-6,01;-5,96;AvançoFase;5
18/01/2026 - 20:30:32,092;18,39;24,68;-6,29;-8,89;AvançoFase;5
18/01/2026 - 20:30:32,520;16,43;23,44;-7,01;-12,69;AvançoFase;5
18/01/2026 - 20:30:32,946;13,27;22,38;-9,11;-15,98;AvançoFase;5
18/01/2026 - 20:30:33,479;10,33;21,37;-11,04;-16,33;AvançoFase;5
18/01/2026 - 20:30:33,797;8,42;19,51;-11,09;-10,9;AvançoFase;5
18/01/2026 - 20:30:34,116;8,07;18,46;-10,39;-4,71;AvançoFase;5
18/01/2026 - 20:30:34,540;8,91;17,42;-8,51;1,89;AvançoFase;5
18/01/2026 - 20:30:34,964;11,95;17,49;-5,54;5,14;AvançoFase;5
18/01/2026 - 20:30:35,392;14,31;20,16;-5,85;2,9;AvançoFase;5
18/01/2026 - 20:30:35,926;17,32;24,92;-7,6;-6,41;AvançoFase;5
18/01/2026 - 20:30:36,141;19,41;28,72;-9,31;-17,24;AvançoFase;5
18/01/2026 - 20:30:36,674;19,97;32,74;-12,77;-21,93;AvançoFase;5
18/01/2026 - 20:30:36,994;18,85;34,73;-15,88;-26,24;AvançoFase;5
18/01/2026 - 20:30:37,406;17,09;33,06;-15,97;-26,36;AvançoFase;5
18/01/2026 - 20:30:37,829;14,14;29,23;-15,09;-17,07;AvançoFase;5
18/01/2026 - 20:30:38,148;11,08;24,56;-13,48;-8,13;AvançoFase;5
18/01/2026 - 20:30:38,569;8,81;16,29;-7,48;6,79;AvançoFase;5
18/01/2026 - 20:30:38,993;8;9,03;-1,03;18,69;AvançoFase;5
18/01/2026 - 20:30:39,422;8,49;10,19;-1,7;10,98;AvançoFase;5
18/01/2026 - 20:30:39,956;10,45;17,8;-7,35;-12,02;AvançoFase;5
18/01/2026 - 20:30:40,168;13,42;24,37;-10,95;-21,02;AvançoFase;5
18/01/2026 - 20:30:40,701;16,55;32,78;-16,23;-22;AvançoFase;5
18/01/2026 - 20:30:41,022;18,98;34,67;-15,69;-16,12;AvançoFase;5
18/01/2026 - 20:30:41,433;19,89;35;-15,11;-17,77;AvançoFase;5
18/01/2026 - 20:30:41,961;19,69;33,62;-13,93;-13,34;AvançoFase;5
18/01/2026 - 20:30:42,177;17,91;29,8;-11,89;-5,57;AvançoFase;5
18/01/2026 - 20:30:42,606;15,03;24,09;-9,06;-3,11;AvançoFase;5
18/01/2026 - 20:30:43,028;11,87;19,69;-7,82;-4,34;AvançoFase;5
18/01/2026 - 20:30:43,453;9,86;17,02;-7,16;-5,57;AvançoFase;5
18/01/2026 - 20:30:43,875;8,23;15,66;-7,43;-4,73;AvançoFase;5
18/01/2026 - 20:30:44,298;8,19;15,07;-6,88;-1,68;AvançoFase;5
18/01/2026 - 20:30:44,617;9,76;14,92;-5,16;3;AvançoFase;5
18/01/2026 - 20:30:45,039;12,51;15,55;-3,04;6,15;AvançoFase;5
18/01/2026 - 20:30:45,466;14,87;17,8;-2,93;4,06;AvançoFase;5
18/01/2026 - 20:30:45,892;17,77;22,9;-5,13;-5,78;AvançoFase;5
18/01/2026 - 20:30:46,213;19,63;27,59;-7,96;-16,87;AvançoFase;5
18/01/2026 - 20:30:46,748;19,89;33,18;-13,29;-25,26;AvançoFase;5
18/01/2026 - 20:30:47,067;18,51;34,73;-16,22;-29,79;AvançoFase;5
18/01/2026 - 20:30:47,495;16,6;33,17;-16,57;-23,03;AvançoFase;5
18/01/2026 - 20:30:47,921;13,47;28,17;-14,7;-13,24;AvançoFase;5
18/01/2026 - 20:30:48,240;10,49;22,33;-11,84;-2,59;AvançoFase;5
18/01/2026 - 20:30:48,874;8,5;11,01;-2,51;14,42;AvançoFase;5
18/01/2026 - 20:30:49,085;8,03;9,47;-1,44;13,22;AvançoFase;5
18/01/2026 - 20:30:49,512;8,78;14,62;-5,84;-6,69;AvançoFase;5
18/01/2026 - 20:30:49,938;11;23,62;-12,62;-20,81;AvançoFase;5
18/01/2026 - 20:30:50,364;14,1;31,22;-17,12;-25,82;AvançoFase;5
18/01/2026 - 20:30:50,791;17,14;35,88;-18,74;-22,7;AvançoFase;5
18/01/2026 - 20:30:51,111;19,3;37,41;-18,11;-18,45;AvançoFase;5
18/01/2026 - 20:30:51,541;19,98;33,58;-13,6;-4,15;AvançoFase;5
18/01/2026 - 20:30:52,074;18,97;28,15;-9,18;0,41;AvançoFase;5
18/01/2026 - 20:30:52,393;17,25;23,37;-6,12;-0,08;AvançoFase;5
18/01/2026 - 20:30:52,819;14,23;21,62;-7,39;-7,62;AvançoFase;5
18/01/2026 - 20:30:53,140;11,15;22,28;-11,13;-18,49;AvançoFase;5
18/01/2026 - 20:30:53,567;8,85;22,9;-14,05;-20,4;AvançoFase;5
18/01/2026 - 20:30:53,991;8;21,93;-13,93;-12,37;AvançoFase;5
18/01/2026 - 20:30:54,418;8,47;19,82;-11,35;-3,55;AvançoFase;5
18/01/2026 - 20:30:54,948;10,43;18,48;-8,05;5,2;AvançoFase;5
18/01/2026 - 20:30:55,161;13,38;18,79;-5,41;7,13;AvançoFase;5
18/01/2026 - 20:30:55,696;16,51;22,5;-5,99;-2,21;AvançoFase;5
18/01/2026 - 20:30:56,016;18,95;28,14;-9,19;-15,3;AvançoFase;5
18/01/2026 - 20:30:56,426;19,88;33,22;-13,34;-23,55;AvançoFase;5
18/01/2026 - 20:30:56,853;19,7;34,81;-15,11;-20,24;AvançoFase;5
18/01/2026 - 20:30:57,175;17,95;35,14;-17,19;-22,92;AvançoFase;5
18/01/2026 - 20:30:57,602;15,06;32,52;-17,46;-19,54;AvançoFase;5
18/01/2026 - 20:30:58,133;11,9;26,4;-14,5;-9,51;AvançoFase;5
18/01/2026 - 20:30:58,451;9,86;18,3;-8,44;0,51;AvançoFase;5
18/01/2026 - 20:30:58,874;8,23;10,05;-1,82;18,12;AvançoFase;5
18/01/2026 - 20:30:59,192;8,19;8,15;3,99999999999991E-02;15,57;AvançoFase;5
18/01/2026 - 20:30:59,617;9,75;12,59;-2,84;-1,49;AvançoFase;5
18/01/2026 - 20:31:00,043;12,51;21,78;-9,27;-19,69;AvançoFase;5
18/01/2026 - 20:31:00,455;14,89;28,83;-13,94;-20,64;AvançoFase;5
18/01/2026 - 20:31:00,953;17,71;34,08;-16,37;-16,6;AvançoFase;5
18/01/2026 - 20:31:01,148;19,5;36,85;-17,35;-21,09;AvançoFase;5
18/01/2026 - 20:31:01,576;19,97;35,16;-15,19;-11,26;AvançoFase;5
18/01/2026 - 20:31:02,002;18,8;31,28;-12,48;-8,29;AvançoFase;5
18/01/2026 - 20:31:02,429;17,03;25,46;-8,43;-4,63;AvançoFase;5
18/01/2026 - 20:31:02,853;13,96;20,72;-6,76;-3,72;AvançoFase;5
18/01/2026 - 20:31:03,171;10,91;18,41;-7,5;-5,91;AvançoFase;5
18/01/2026 - 20:31:03,594;8,73;16,59;-7,86;-6,96;AvançoFase;5
18/01/2026 - 20:31:04,017;8;15,71;-7,71;-4,48;AvançoFase;5
18/01/2026 - 20:31:04,440;8,56;15,26;-6,7;-0,93;AvançoFase;5
18/01/2026 - 20:31:04,863;10,58;15,41;-4,83;5,2;AvançoFase;5
18/01/2026 - 20:31:05,182;13,55;16,38;-2,83;6,21;AvançoFase;5
18/01/2026 - 20:31:05,609;16,66;20,01;-3,35;-0,36;AvançoFase;5
18/01/2026 - 20:31:06,125;19,03;25,38;-6,35;-10,79;AvançoFase;5
18/01/2026 - 20:31:06,553;19,89;31,27;-11,38;-21,49;AvançoFase;5
18/01/2026 - 20:31:06,872;19,64;34,45;-14,81;-28,08;AvançoFase;5
18/01/2026 - 20:31:07,194;17,82;33,9;-16,08;-23,09;AvançoFase;5
18/01/2026 - 20:31:07,623;14,92;31,76;-16,84;-20,48;AvançoFase;5
18/01/2026 - 20:31:08,047;11,75;26,89;-15,14;-12,91;AvançoFase;5
18/01/2026 - 20:31:08,472;9,76;19,22;-9,46;1,66;AvançoFase;5
18/01/2026 - 20:31:08,894;8,19;10,68;-2,49;17,96;AvançoFase;5
18/01/2026 - 20:31:09,213;8,23;8,26;-3,00E-02;17,42;AvançoFase;5
18/01/2026 - 20:31:09,743;9,86;14,26;-4,4;-0,36;AvançoFase;5
18/01/2026 - 20:31:10,171;12,64;20,64;-8;-16,01;AvançoFase;5
18/01/2026 - 20:31:10,492;15,05;29,44;-14,39;-17,49;AvançoFase;5
18/01/2026 - 20:31:10,918;17,93;33,06;-15,13;-19,81;AvançoFase;5
18/01/2026 - 20:31:11,238;19,69;33,13;-13,44;-14,96;AvançoFase;5
18/01/2026 - 20:31:11,772;19,86;31,09;-11,23;-10,81;AvançoFase;5
18/01/2026 - 20:31:12,094;18,38;27,73;-9,35;-5,12;AvançoFase;5
18/01/2026 - 20:31:12,521;16,42;23;-6,58;-3,66;AvançoFase;5
18/01/2026 - 20:31:12,944;13,28;20,17;-6,89;-8,09;AvançoFase;5
18/01/2026 - 20:31:13,369;10,35;19,17;-8,82;-11,49;AvançoFase;5
18/01/2026 - 20:31:13,796;8,43;19,33;-10,9;-13,54;AvançoFase;5
18/01/2026 - 20:31:14,110;8,07;19,7;-11,63;-10,64;AvançoFase;5
18/01/2026 - 20:31:14,540;8,89;20,36;-11,47;-5,53;AvançoFase;5
18/01/2026 - 20:31:14,965;11,95;21,59;-9,64;-1,44;AvançoFase;5
18/01/2026 - 20:31:15,504;14,34;23,69;-9,35;-2,12;AvançoFase;5
18/01/2026 - 20:31:15,823;17,27;26,2;-8,93;-4,48;AvançoFase;5
18/01/2026 - 20:31:16,144;19,43;27,79;-8,36;-8,23;AvançoFase;5
18/01/2026 - 20:31:16,571;19,97;29,48;-9,51;-12,89;AvançoFase;5
18/01/2026 - 20:31:16,999;18,84;28,79;-9,95;-13,51;AvançoFase;5
18/01/2026 - 20:31:17,427;17,05;27,49;-10,44;-16,28;AvançoFase;5
18/01/2026 - 20:31:17,851;13,98;23,71;-9,73;-12,54;AvançoFase;5
18/01/2026 - 20:31:18,170;10,93;20,31;-9,38;-7,25;AvançoFase;5
18/01/2026 - 20:31:18,700;8,73;15,32;-6,59;0,78;AvançoFase;5
18/01/2026 - 20:31:19,017;8;10,59;-2,59;9,52;AvançoFase;5
18/01/2026 - 20:31:19,441;8,56;9,15;-0,59;11,53;AvançoFase;5
18/01/2026 - 20:31:19,864;10,58;11,98;-1,4;3,83;AvançoFase;5
18/01/2026 - 20:31:20,184;13,56;15,88;-2,32;-2,22;AvançoFase;5
18/01/2026 - 20:31:20,611;16,67;23,33;-6,66;-12,02;AvançoFase;5
18/01/2026 - 20:31:21,039;19,04;29,15;-10,11;-18,56;AvançoFase;5
18/01/2026 - 20:31:21,574;19,91;33,11;-13,2;-19,68;AvançoFase;5
18/01/2026 - 20:31:21,892;19,6;33,37;-13,77;-18,43;AvançoFase;5
18/01/2026 - 20:31:22,322;17,71;33,59;-15,88;-21,98;AvançoFase;5
18/01/2026 - 20:31:22,747;14,78;28,12;-13,34;-16,08;AvançoFase;5
18/01/2026 - 20:31:23,067;11,63;23,63;-12;-7,08;AvançoFase;5
18/01/2026 - 20:31:23,490;9,67;16,19;-6,52;4,73;AvançoFase;5
18/01/2026 - 20:31:23,913;8,16;9,24;-1,08;15,73;AvançoFase;5
18/01/2026 - 20:31:24,230;8,27;7,57;0,7;14,43;AvançoFase;5
18/01/2026 - 20:31:24,760;9,96;12,56;-2,6;1,54;AvançoFase;5
18/01/2026 - 20:31:25,081;12,77;18,26;-5,49;-9,08;AvançoFase;5
18/01/2026 - 20:31:25,507;15,17;27,21;-12,04;-19,27;AvançoFase;5
18/01/2026 - 20:31:25,926;18,01;32,1;-14,09;-18,06;AvançoFase;5
18/01/2026 - 20:31:26,363;19,73;34,19;-14,46;-14,28;AvançoFase;5
18/01/2026 - 20:31:26,894;19,84;33,98;-14,14;-21,46;AvançoFase;5
18/01/2026 - 20:31:27,111;18,3;32,49;-14,19;-13,7;AvançoFase;5
18/01/2026 - 20:31:27,638;16,32;27,56;-11,24;-9,48;AvançoFase;5
18/01/2026 - 20:31:27,954;12,37;21,74;-9,37;-3,8;AvançoFase;5
18/01/2026 - 20:31:28,384;10,31;16,31;-6;-0,7;AvançoFase;5
18/01/2026 - 20:31:28,905;8,39;11,67;-3,28;4,94;AvançoFase;5
18/01/2026 - 20:31:29,230;8,08;9,85;-1,77;8,25;AvançoFase;5
18/01/2026 - 20:31:29,548;8,93;10,72;-1,79;5,2;AvançoFase;5
18/01/2026 - 20:31:29,970;12;14,18;-2,18;0,6;AvançoFase;5
18/01/2026 - 20:31:30,399;14,36;19,52;-5,16;-3,59;AvançoFase;5
18/01/2026 - 20:31:30,826;17,37;25,4;-8,03;-10,91;AvançoFase;5
18/01/2026 - 20:31:31,147;19,43;29,45;-10,02;-19,96;AvançoFase;5
18/01/2026 - 20:31:31,681;19,97;34,43;-14,46;-20,76;AvançoFase;5
18/01/2026 - 20:31:32,001;18,82;34,2;-15,38;-20,94;AvançoFase;5
18/01/2026 - 20:31:32,430;17,07;32,4;-15,33;-20,59;AvançoFase;5
18/01/2026 - 20:31:32,857;13,96;28,51;-14,55;-14,79;AvançoFase;5
18/01/2026 - 20:31:33,175;10,91;23,9;-12,99;-7,4;AvançoFase;5
18/01/2026 - 20:31:33,599;8,71;16,34;-7,63;5,76;AvançoFase;5
18/01/2026 - 20:31:34,021;8;8,94;-0,94;18,47;AvançoFase;5
18/01/2026 - 20:31:34,445;8,57;7,36;1,21;17,37;AvançoFase;5
18/01/2026 - 20:31:34,872;10,61;12,42;-1,81;-0,55;AvançoFase;5
18/01/2026 - 20:31:35,192;13,61;18,85;-5,24;-10,95;AvançoFase;5
18/01/2026 - 20:31:35,610;16,72;27,24;-10,52;-22,43;AvançoFase;5
18/01/2026 - 20:31:36,029;19,07;32,53;-13,46;-21,88;AvançoFase;5
18/01/2026 - 20:31:36,456;19,89;36;-16,11;-20,3;AvançoFase;5
18/01/2026 - 20:31:36,878;19,64;35,12;-15,48;-17,44;AvançoFase;5
18/01/2026 - 20:31:37,204;17,77;31,58;-13,81;-11,41;AvançoFase;5
18/01/2026 - 20:31:37,734;14,85;24,78;-9,93;-3,19;AvançoFase;5
18/01/2026 - 20:31:38,052;11,71;17,51;-5,8;3,41;AvançoFase;5
18/01/2026 - 20:31:38,475;9,74;11,33;-1,59;8,17;AvançoFase;5
18/01/2026 - 20:31:38,898;8,18;9;-0,82;6,08;AvançoFase;5
18/01/2026 - 20:31:39,217;8,24;10,37;-2,13;0,1;AvançoFase;5
18/01/2026 - 20:31:39,853;9,89;15,17;-5,28;-4,53;AvançoFase;5
18/01/2026 - 20:31:40,066;12,68;18,97;-6,29;-7,3;AvançoFase;5
18/01/2026 - 20:31:40,495;15,06;24,24;-9,18;-10,47;AvançoFase;5
18/01/2026 - 20:31:40,922;17,95;27,47;-9,52;-9,34;AvançoFase;5
18/01/2026 - 20:31:41,244;19,7;29,69;-9,99;-11,3;AvançoFase;5
18/01/2026 - 20:31:41,778;19,85;29,89;-10,04;-12,01;AvançoFase;5
18/01/2026 - 20:31:42,098;18,36;29,31;-10,95;-16,11;AvançoFase;5
18/01/2026 - 20:31:42,525;16,38;27,18;-10,8;-15,51;AvançoFase;5
18/01/2026 - 20:31:42,952;13,23;23,05;-9,82;-10,06;AvançoFase;5
18/01/2026 - 20:31:43,370;10,31;17,84;-7,53;-4,67;AvançoFase;5
18/01/2026 - 20:31:43,795;8,41;12,1;-3,69;4,94;AvançoFase;5
18/01/2026 - 20:31:44,111;8,07;9,06;-0,99;12,28;AvançoFase;5
18/01/2026 - 20:31:44,532;8,88;9,15;-0,27;9,1;AvançoFase;5
18/01/2026 - 20:31:44,963;11,9;13,53;-1,63;-0,05;AvançoFase;5
18/01/2026 - 20:31:45,392;14,29;20,45;-6,16;-7,35;AvançoFase;5
18/01/2026 - 20:31:45,819;17,3;27,77;-10,47;-18,43;AvançoFase;5
18/01/2026 - 20:31:46,139;19,41;35,42;-16,01;-32,71;AvançoFase;5
18/01/2026 - 20:31:46,568;19,98;36,55;-16,57;-21,93;AvançoFase;5
18/01/2026 - 20:31:46,993;18,85;34,53;-15,68;-15,25;AvançoFase;5
18/01/2026 - 20:31:47,422;17,09;29,42;-12,33;-11,36;AvançoFase;5
18/01/2026 - 20:31:47,845;14,02;23,56;-9,54;-4,78;AvançoFase;5
18/01/2026 - 20:31:48,164;10,97;19,35;-8,38;-1,87;AvançoFase;5
18/01/2026 - 20:31:48,692;8,75;14,31;-5,56;2,8;AvançoFase;5
18/01/2026 - 20:31:49,010;8;10,92;-2,92;6,91;AvançoFase;5
18/01/2026 - 20:31:49,434;8,52;10,55;-2,03;6,78;AvançoFase;5
18/01/2026 - 20:31:49,856;10,53;12,87;-2,34;3,3;AvançoFase;5
18/01/2026 - 20:31:50,174;13,49;15,73;-2,24;0,48;AvançoFase;5
18/01/2026 - 20:31:50,707;16,6;21,11;-4,51;-6,96;AvançoFase;5
18/01/2026 - 20:31:51,007;19;26,77;-7,77;-16,19;AvançoFase;5
18/01/2026 - 20:31:51,439;19,87;31,5;-11,63;-18,56;AvançoFase;5
18/01/2026 - 20:31:51,973;19,68;33,03;-13,35;-21,58;AvançoFase;5
18/01/2026 - 20:31:52,187;17,87;32,91;-15,04;-21,33;AvançoFase;5
18/01/2026 - 20:31:52,721;14,98;31,87;-16,89;-23,86;AvançoFase;5
18/01/2026 - 20:31:53,041;11,81;27,53;-15,72;-15,22;AvançoFase;5
18/01/2026 - 20:31:53,461;9,8;19,96;-10,16;0,26;AvançoFase;5
18/01/2026 - 20:31:53,886;8,19;11,05;-2,86;18,36;AvançoFase;5
18/01/2026 - 20:31:54,204;8,21;9,02;-0,81;16,4;AvançoFase;5
18/01/2026 - 20:31:54,630;9,82;13,73;-3,91;-2,79;AvançoFase;5
18/01/2026 - 20:31:55,158;12,6;21,54;-8,94;-20,7;AvançoFase;5
18/01/2026 - 20:31:55,481;14,97;31,82;-16,85;-26,74;AvançoFase;5
18/01/2026 - 20:31:55,910;17,88;33,78;-15,9;-16,34;AvançoFase;5
18/01/2026 - 20:31:56,210;19,67;32,73;-13,06;-8,02;AvançoFase;5
18/01/2026 - 20:31:56,735;19,89;27,81;-7,92;-0,68;AvançoFase;5
18/01/2026 - 20:31:57,058;18,51;24,21;-5,7;1,93;AvançoFase;5
18/01/2026 - 20:31:57,492;16,62;21,54;-4,92;-5,62;AvançoFase;5
18/01/2026 - 20:31:58,024;13,48;21,52;-8,04;-15,89;AvançoFase;5
18/01/2026 - 20:31:58,239;10,51;22,37;-11,86;-21,05;AvançoFase;5
18/01/2026 - 20:31:58,770;8,5;21,98;-13,48;-18,56;AvançoFase;5
18/01/2026 - 20:31:59,089;8,03;20,27;-12,24;-6,65;AvançoFase;5
18/01/2026 - 20:31:59,511;8,8;17,52;-8,72;4,9;AvançoFase;5
18/01/2026 - 20:31:59,928;11,02;15,74;-4,72;10,88;AvançoFase;5
18/01/2026 - 20:32:00,359;14,08;16,53;-2,45;10,63;AvançoFase;5
18/01/2026 - 20:32:00,785;17,07;21,1;-4,03;2,17;AvançoFase;5
18/01/2026 - 20:32:01,104;19,3;26,19;-6,89;-17,37;AvançoFase;5
18/01/2026 - 20:32:01,535;19,98;30,87;-10,89;-23,62;AvançoFase;5
18/01/2026 - 20:32:02,033;18,98;33,7;-14,72;-31,2;AvançoFase;5
18/01/2026 - 20:32:02,354;17,39;34,92;-17,53;-31,52;AvançoFase;5
18/01/2026 - 20:32:02,781;14,53;30,98;-16,45;-21,37;AvançoFase;5
18/01/2026 - 20:32:03,100;11,4;25,42;-14,02;-7,8;AvançoFase;5
18/01/2026 - 20:32:03,522;9,49;14,95;-5,46;12,29;AvançoFase;5
18/01/2026 - 20:32:04,051;8,1;10,21;-2,11;14,53;AvançoFase;5
18/01/2026 - 20:32:04,372;8,35;15,23;-6,88;-2,64;AvançoFase;5
18/01/2026 - 20:32:04,799;10,16;23,68;-13,52;-20,96;AvançoFase;5
18/01/2026 - 20:32:05,119;13,05;28,23;-15,18;-22,42;AvançoFase;5
18/01/2026 - 20:32:05,529;15,46;32,08;-16,62;-16,75;AvançoFase;5
18/01/2026 - 20:32:05,957;18,68;33,65;-14,97;-9,03;AvançoFase;5
18/01/2026 - 20:32:06,491;19,77;31,17;-11,4;-4,96;AvançoFase;5
18/01/2026 - 20:32:06,810;19,79;27,15;-7,36;-0,1;AvançoFase;5
18/01/2026 - 20:32:07,237;18,18;24,39;-6,21;-1,45;AvançoFase;5
18/01/2026 - 20:32:07,557;16,17;22,44;-6,27;-10,01;AvançoFase;5
18/01/2026 - 20:32:07,979;12,22;22,09;-9,87;-16,12;AvançoFase;5
18/01/2026 - 20:32:08,409;10,13;21,97;-11,84;-19,02;AvançoFase;5
18/01/2026 - 20:32:08,940;8,33;20,68;-12,35;-13,89;AvançoFase;5
18/01/2026 - 20:32:09,257;8,11;19,15;-11,04;-4,47;AvançoFase;5
18/01/2026 - 20:32:09,573;9,53;17,01;-7,48;5,07;AvançoFase;5
18/01/2026 - 20:32:09,999;12,22;16;-3,78;9,9;AvançoFase;5
18/01/2026 - 20:32:10,418;14,56;17,63;-3,07;8,52;AvançoFase;5
18/01/2026 - 20:32:10,850;17,47;22,62;-5,15;-4,85;AvançoFase;5
18/01/2026 - 20:32:11,172;19,5;27,51;-8,01;-13,19;AvançoFase;5
18/01/2026 - 20:32:11,582;19,95;33,45;-13,5;-24,86;AvançoFase;5
18/01/2026 - 20:32:12,008;18,79;35,14;-16,35;-24,92;AvançoFase;5
18/01/2026 - 20:32:12,436;17;33,54;-16,54;-27,09;AvançoFase;5
18/01/2026 - 20:32:12,862;13,91;28,38;-14,47;-13,78;AvançoFase;5
18/01/2026 - 20:32:13,179;10,86;22,54;-11,68;-2,68;AvançoFase;5
18/01/2026 - 20:32:13,708;8,69;13,17;-4,48;12,96;AvançoFase;5
18/01/2026 - 20:32:14,024;8,01;9,16;-1,15;13,79;AvançoFase;5
18/01/2026 - 20:32:14,452;8,56;13,92;-5,36;-0,76;AvançoFase;5
18/01/2026 - 20:32:14,986;10,62;22,94;-12,32;-21,59;AvançoFase;5,2
18/01/2026 - 20:32:15,198;13,66;29,9;-16,24;-1,29;AvançoFase;5,2
18/01/2026 - 20:32:15,733;19,94;34,89;-14,95;-19,44;AvançoFase;5,2
18/01/2026 - 20:32:16,054;19,59;37,91;-18,32;-26,75;AvançoFase;5,2
18/01/2026 - 20:32:16,482;18,35;34;-15,65;-14,48;AvançoFase;5,2
18/01/2026 - 20:32:16,906;15,73;28,12;-12,39;-7,9;AvançoFase;5,2
18/01/2026 - 20:32:17,225;12,68;22,84;-10,16;-2,26;AvançoFase;5,2
18/01/2026 - 20:32:17,859;9,98;13,62;-3,64;6,17;AvançoFase;5,2
18/01/2026 - 20:32:18,071;8,32;9,51;-1,19;11,86;AvançoFase;5,2
18/01/2026 - 20:32:18,494;8,01;8,67;-0,66;6,46;AvançoFase;5,2
18/01/2026 - 20:32:18,919;8,94;12,31;-3,37;-3,22;AvançoFase;5,2
18/01/2026 - 20:32:19,238;11,17;16,53;-5,36;-7,9;AvançoFase;5,2
18/01/2026 - 20:32:19,772;14,16;23,69;-9,53;-13;AvançoFase;5,2
18/01/2026 - 20:32:20,093;17,05;27,44;-10,39;-13,58;AvançoFase;5,2
18/01/2026 - 20:32:20,522;18,8;30,63;-11,83;-15,89;AvançoFase;5,2
18/01/2026 - 20:32:20,946;19,95;32,77;-12,82;-16,36;AvançoFase;5,2
18/01/2026 - 20:32:21,376;19,55;31,62;-12,07;-16,83;AvançoFase;5,2
18/01/2026 - 20:32:21,803;17,69;31,35;-13,66;-18,29;AvançoFase;5,2
18/01/2026 - 20:32:22,124;14,87;29,88;-15,01;-19,05;AvançoFase;5,2
18/01/2026 - 20:32:22,551;12,57;26,78;-14,21;-16,07;AvançoFase;5,2
18/01/2026 - 20:32:22,975;9,35;21,05;-11,7;-4,32;AvançoFase;5,2
18/01/2026 - 20:32:23,504;8,27;14,17;-5,9;5,37;AvançoFase;5,2
18/01/2026 - 20:32:23,821;8,13;8,69;-0,56;17,04;AvançoFase;5,2
18/01/2026 - 20:32:24,139;9,49;8,37;1,12;14,29;AvançoFase;5,2
18/01/2026 - 20:32:24,563;12,02;13;-0,98;0,64;AvançoFase;5,2
18/01/2026 - 20:32:24,991;15,05;21,27;-6,22;-12,89;AvançoFase;5,2
18/01/2026 - 20:32:25,418;17,2;29,47;-12,27;-20,62;AvançoFase;5,2
18/01/2026 - 20:32:25,915;19,29;35,96;-16,67;-25,61;AvançoFase;5,2
18/01/2026 - 20:32:26,129;20;35,74;-15,74;-16,03;AvançoFase;5,2
18/01/2026 - 20:32:26,556;19,27;33,8;-14,53;-12,97;AvançoFase;5,2
18/01/2026 - 20:32:26,983;17,17;29,39;-12,22;-8,92;AvançoFase;5,2
18/01/2026 - 20:32:27,408;15,02;24;-8,98;-6,07;AvançoFase;5,2
18/01/2026 - 20:32:27,938;11,97;18,93;-6,96;-2,66;AvançoFase;5,2
18/01/2026 - 20:32:28,151;9,48;15,89;-6,41;-1,11;AvançoFase;5,2
18/01/2026 - 20:32:28,678;8,11;12,73;-4,62;1,86;AvançoFase;5,2
18/01/2026 - 20:32:28,996;8,27;10,95;-2,68;5,29;AvançoFase;5,2
18/01/2026 - 20:32:29,418;9,38;11,02;-1,64;6,5;AvançoFase;5,2
18/01/2026 - 20:32:29,841;11,84;12,86;-1,02;5,71;AvançoFase;5,2
18/01/2026 - 20:32:30,160;14,86;15,31;-0,45;3,14;AvançoFase;5,2
18/01/2026 - 20:32:30,588;17,67;20,51;-2,84;-5,14;AvançoFase;5,2
